KepRef,AIF,CNR,TemporalRes,TrueRelKt,TrueRelVe,TrueKep,errKt,errVe,errKep,stdErrKt,stdErrVe,stdErrKep, meanResid, stdResid
1.075000,Default,10.000000,15.000000,2.500000,4.000000,0.625000,-2.335919,-0.164811,5.237523,6.834652,2.474803,7.953188,0.331676,0.038211
1.100000,Default,10.000000,15.000000,2.500000,4.000000,0.625000,-2.942986,-0.232932,7.088161,6.872266,2.467460,8.170949,0.332125,0.038304
1.150000,Default,10.000000,15.000000,2.500000,4.000000,0.625000,-4.137781,-0.359308,10.717011,6.943702,2.454072,8.608309,0.333134,0.038520
1.200000,Default,10.000000,15.000000,2.500000,4.000000,0.625000,-5.307331,-0.473967,14.252026,7.010242,2.442197,9.047604,0.334277,0.038773
1.300000,Default,10.000000,15.000000,2.500000,4.000000,0.625000,-7.573250,-0.673807,21.053119,7.129387,2.422140,9.929734,0.336920,0.039384
1.400000,Default,10.000000,15.000000,2.500000,4.000000,0.625000,-9.745725,-0.841705,27.515390,7.231215,2.405947,10.813262,0.339964,0.040122
1.500000,Default,10.000000,15.000000,2.500000,4.000000,0.625000,-11.829524,-0.984372,33.660982,7.317202,2.392688,11.694762,0.343331,0.040971
0.500000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,15.945575,3.927246,-44.099659,8.008932,4.247291,4.788512,0.234621,0.038437
0.600000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,12.981619,2.743412,-33.899236,8.429145,3.982308,5.823432,0.233235,0.038324
0.700000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,10.136081,1.926301,-24.234792,8.820327,3.815821,6.935223,0.232818,0.038340
0.800000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,7.404722,1.331158,-15.071981,9.179635,3.703754,8.110571,0.233228,0.038498
0.850000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,6.080464,1.091073,-10.668539,9.347041,3.660875,8.718192,0.233703,0.038633
0.900000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,4.783059,0.880355,-6.378591,9.506304,3.624391,9.337197,0.234337,0.038805
0.925000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,4.144245,0.784442,-4.275016,9.582910,3.608150,9.650547,0.234709,0.038906
0.950000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,3.511928,0.694129,-2.198437,9.657519,3.593070,9.966250,0.235116,0.039015
0.975000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,2.886035,0.608962,-0.148413,9.730151,3.579041,10.284151,0.235556,0.039134
1.000000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,2.266494,0.528535,1.875493,9.800827,3.565966,10.604102,0.236027,0.039262
1.025000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,1.653233,0.452482,3.873707,9.869569,3.553759,10.925959,0.236529,0.039399
1.050000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,1.046180,0.380475,5.846648,9.936400,3.542345,11.249582,0.237058,0.039545
1.075000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,0.445264,0.312217,7.794729,10.001348,3.531654,11.574838,0.237615,0.039700
1.100000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,-0.149587,0.247438,9.718354,10.064438,3.521626,11.901598,0.238198,0.039863
1.150000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,-1.321375,0.127365,13.493819,10.185156,3.503350,12.559131,0.239435,0.040213
1.200000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,-2.469748,0.018550,17.176135,10.298782,3.487144,13.221236,0.240759,0.040594
1.300000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,-4.698455,-0.170760,24.273142,10.505709,3.459790,14.555702,0.243635,0.041440
1.400000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,-6.840041,-0.329399,31.031958,10.687145,3.437729,15.898695,0.246760,0.042385
1.500000,Default,10.000000,30.000000,2.500000,4.000000,0.625000,-8.898681,-0.463822,37.473555,10.845007,3.419691,17.244812,0.250079,0.043412
0.500000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,21.299163,4.534272,-41.747975,11.806178,6.048287,6.918909,0.160804,0.038482
0.600000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,18.588637,3.459992,-30.986691,12.497455,5.688175,8.458796,0.161301,0.038733
0.700000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,15.973595,2.720167,-20.719241,13.155093,5.461903,10.131550,0.162449,0.039156
0.800000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,13.451134,2.182693,-10.917661,13.773528,5.309601,11.919915,0.164138,0.039746
0.850000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,12.223640,1.966346,-6.183260,14.067182,5.251339,12.852246,0.165154,0.040100
0.900000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,11.018092,1.776760,-1.555550,14.350270,5.201783,13.807381,0.166272,0.040492
0.925000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,10.423418,1.690573,0.719255,14.487844,5.179728,14.292914,0.166864,0.040701
0.950000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,9.834073,1.609488,2.968526,14.622775,5.159255,14.783456,0.167478,0.040919
0.975000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,9.250006,1.533090,5.192630,14.755072,5.140214,15.278787,0.168113,0.041145
1.000000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,8.671163,1.461010,7.391928,14.884746,5.122474,15.778693,0.168766,0.041379
1.025000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,8.097492,1.392915,9.566775,15.011814,5.105916,16.282968,0.169437,0.041621
1.050000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,7.528940,1.328504,11.717521,15.136292,5.090439,16.791407,0.170125,0.041870
1.075000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,6.965453,1.267507,13.844511,15.258200,5.075949,17.303815,0.170829,0.042127
1.100000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,6.406979,1.209679,15.948082,15.377561,5.062365,17.819998,0.171548,0.042390
1.150000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,5.304861,1.102658,20.086293,15.608738,5.037624,18.862952,0.173028,0.042936
1.200000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,4.222167,1.005888,24.134752,15.830028,5.015711,19.918835,0.174557,0.043506
1.300000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,2.113396,0.838125,31.972374,16.243859,4.978800,22.064046,0.177740,0.044708
1.400000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,0.077404,0.698271,39.480057,16.620970,4.949134,24.245656,0.181053,0.045979
1.500000,Default,10.000000,60.000000,2.500000,4.000000,0.625000,-1.888977,0.580444,46.675659,16.963355,4.924984,26.454741,0.184461,0.047303
0.500000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,13.974422,3.578930,-44.980113,0.956488,0.514917,0.573979,0.906159,0.026701
0.600000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,10.935641,2.342433,-34.960306,1.003957,0.481859,0.695715,0.881637,0.026094
0.700000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,8.024177,1.485735,-25.488253,1.047620,0.461061,0.825933,0.863695,0.025521
0.800000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,5.234960,0.859398,-16.527456,1.087192,0.447050,0.962968,0.851733,0.025044
0.850000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,3.884569,0.605977,-12.228020,1.105426,0.441687,1.033562,0.847798,0.024861
0.900000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,2.562782,0.383114,-8.043779,1.122638,0.437122,1.105304,0.845121,0.024726
0.925000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,1.912410,0.281518,-5.993631,1.130865,0.435090,1.141555,0.844229,0.024678
0.950000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,1.268943,0.185755,-3.970827,1.138845,0.433203,1.178034,0.843622,0.024644
0.975000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,0.632301,0.095355,-1.974902,1.146579,0.431447,1.214721,0.843288,0.024624
1.000000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,0.002401,0.009896,-0.005396,1.154070,0.429810,1.251600,0.843220,0.024620
1.025000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,-0.620836,-0.071000,1.938139,1.161324,0.428281,1.288652,0.843406,0.024630
1.050000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,-1.237492,-0.147676,3.856147,1.168342,0.426852,1.325862,0.843837,0.024657
1.075000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,-1.847645,-0.220439,5.749059,1.175130,0.425513,1.363213,0.844504,0.024699
1.100000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,-2.451376,-0.289570,7.617301,1.181690,0.424257,1.400691,0.845398,0.024756
1.150000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,-3.639884,-0.417924,11.281439,1.194144,0.421967,1.475966,0.847828,0.024919
1.200000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,-4.803639,-0.534510,14.851808,1.205738,0.419936,1.551578,0.851055,0.025142
1.300000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,-7.059330,-0.738052,21.723629,1.226478,0.416505,1.703412,0.859634,0.025761
1.400000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,-9.223220,-0.909461,28.256405,1.244177,0.413735,1.855475,0.870631,0.026581
1.500000,Default,15.000000,1.000000,2.500000,4.000000,0.625000,-11.299887,-1.055458,34.472033,1.259095,0.411467,2.007165,0.883595,0.027562
0.500000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,14.016883,3.558669,-44.942004,2.160333,1.142743,1.290121,0.404541,0.026480
0.600000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,10.973444,2.330326,-34.923432,2.266846,1.070557,1.564792,0.393907,0.025888
0.700000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,8.057751,1.479434,-25.453194,2.364856,1.025309,1.858592,0.386266,0.025356
0.800000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,5.264705,0.857466,-16.494679,2.453715,0.994927,2.167758,0.381335,0.024942
0.850000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,3.912538,0.605856,-12.196528,2.494670,0.983323,2.327019,0.379792,0.024797
0.900000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,2.589063,0.384610,-8.013655,2.533337,0.973462,2.488871,0.378815,0.024703
0.925000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,1.937878,0.283760,-5.964218,2.551823,0.969076,2.570653,0.378526,0.024676
0.950000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,1.293618,0.188706,-3.942142,2.569754,0.965005,2.652947,0.378364,0.024664
0.975000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,0.656203,0.098980,-1.946961,2.587134,0.961220,2.735713,0.378325,0.024666
1.000000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,0.025549,0.014164,0.021785,2.603972,0.957694,2.818910,0.378404,0.024684
1.025000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,-0.598424,-0.066119,1.964547,2.620276,0.954404,2.902498,0.378597,0.024716
1.050000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,-1.215796,-0.142208,3.881768,2.636053,0.951329,2.986442,0.378898,0.024763
1.075000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,-1.826649,-0.214410,5.773881,2.651312,0.948450,3.070706,0.379304,0.024826
1.100000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,-2.431062,-0.283003,7.641314,2.666062,0.945751,3.155254,0.379810,0.024904
1.150000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,-3.620884,-0.410346,11.303801,2.694069,0.940834,3.325074,0.381107,0.025105
1.200000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,-4.785889,-0.525999,14.872482,2.720146,0.936478,3.495656,0.382756,0.025363
1.300000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,-7.043904,-0.727869,21.740840,2.766812,0.929131,3.838204,0.386986,0.026037
1.400000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,-9.209902,-0.897822,28.270062,2.806654,0.923212,4.181284,0.392272,0.026894
1.500000,Default,15.000000,5.000000,2.500000,4.000000,0.625000,-11.288484,-1.042536,34.482077,2.840255,0.918376,4.523541,0.398413,0.027893
0.500000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,14.053224,3.534923,-44.903184,3.081413,1.610529,1.837657,0.285703,0.026541
0.600000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,10.991632,2.318987,-34.896721,3.232886,1.508186,2.228738,0.278499,0.025980
0.700000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,8.060009,1.476770,-25.440549,3.371880,1.444020,2.646642,0.273429,0.025493
0.800000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,5.253003,0.861217,-16.497573,3.497596,1.400924,3.086019,0.270276,0.025138
0.850000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,3.894523,0.612227,-12.207618,3.555444,1.384462,3.312223,0.269350,0.025027
0.900000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,2.565143,0.393300,-8.033165,3.610003,1.370468,3.542024,0.268819,0.024967
0.925000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,1.911152,0.293513,-5.988011,3.636068,1.364243,3.658111,0.268694,0.024957
0.950000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,1.264180,0.199464,-3.970261,3.661336,1.358465,3.774907,0.268657,0.024962
0.975000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,0.624141,0.110691,-1.979443,3.685817,1.353092,3.892353,0.268706,0.024982
1.000000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-0.009048,0.026779,-0.015094,3.709523,1.348086,4.010393,0.268836,0.025016
1.025000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-0.635472,-0.052645,1.923241,3.732465,1.343414,4.128972,0.269046,0.025064
1.050000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-1.255213,-0.127918,3.836007,3.754655,1.339047,4.248039,0.269330,0.025128
1.075000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-1.868356,-0.199342,5.723644,3.776106,1.334958,4.367543,0.269687,0.025206
1.100000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-2.474981,-0.267194,7.586579,3.796831,1.331124,4.487435,0.270114,0.025299
1.150000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-3.669006,-0.393153,11.240024,3.836155,1.324138,4.728201,0.271162,0.025527
1.200000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-4.837935,-0.507537,14.799619,3.872732,1.317946,4.969989,0.272452,0.025809
1.300000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-7.103023,-0.707171,21.649747,3.938085,1.307499,5.455372,0.275670,0.026523
1.400000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-9.275168,-0.875210,28.160775,3.993753,1.299076,5.941324,0.279606,0.027406
1.500000,Default,15.000000,10.000000,2.500000,4.000000,0.625000,-11.359082,-1.018268,34.354741,4.040578,1.292189,6.425948,0.284119,0.028421
0.500000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,13.668603,3.499055,-45.061158,3.694039,1.986083,2.220236,0.233627,0.026872
0.600000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,10.612284,2.274750,-35.082043,3.874877,1.860219,2.691564,0.227623,0.026357
0.700000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,7.685075,1.427322,-25.653458,4.041226,1.781057,3.195194,0.223452,0.025909
0.800000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,4.881829,0.808357,-16.738338,4.192022,1.727727,3.724767,0.220928,0.025581
0.850000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,3.525035,0.558106,-12.462410,4.261523,1.707309,3.997450,0.220222,0.025478
0.900000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,2.197235,0.338137,-8.302047,4.327141,1.689929,4.274504,0.219854,0.025422
0.925000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,1.543998,0.237898,-6.263960,4.358514,1.682190,4.414476,0.219790,0.025413
0.950000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,0.897758,0.143438,-4.253290,4.388944,1.675002,4.555313,0.219801,0.025417
0.975000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,0.258432,0.054290,-2.269567,4.418441,1.668314,4.696944,0.219884,0.025435
1.000000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-0.374063,-0.029963,-0.312324,4.447019,1.662079,4.839303,0.220037,0.025466
1.025000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-0.999810,-0.109699,1.618891,4.474691,1.656257,4.982322,0.220257,0.025511
1.050000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-1.618890,-0.185254,3.524528,4.501470,1.650810,5.125941,0.220541,0.025569
1.075000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-2.231387,-0.256936,5.405023,4.527371,1.645708,5.270097,0.220886,0.025641
1.100000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-2.837379,-0.325022,7.260808,4.552409,1.640921,5.414734,0.221289,0.025726
1.150000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-4.030177,-0.451387,10.899926,4.599955,1.632192,5.705227,0.222261,0.025935
1.200000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-5.197921,-0.566105,14.445163,4.644231,1.624446,5.997000,0.223436,0.026195
1.300000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-7.460747,-0.766227,21.266512,4.723481,1.611357,6.582866,0.226320,0.026851
1.400000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-9.630735,-0.934571,27.748717,4.791165,1.600782,7.169604,0.229802,0.027663
1.500000,Default,15.000000,15.000000,2.500000,4.000000,0.625000,-11.712566,-1.077795,33.913864,4.848271,1.592118,7.754920,0.233761,0.028597
0.500000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,15.995913,3.745610,-44.044903,5.324322,2.797435,3.168438,0.161847,0.026823
0.600000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,13.038404,2.576734,-33.828194,5.600093,2.624731,3.851378,0.158582,0.026398
0.700000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,10.197598,1.767699,-24.147053,5.856259,2.516102,4.584613,0.156634,0.026088
0.800000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,7.469466,1.176945,-14.967601,6.090931,2.442923,5.359207,0.155850,0.025942
0.850000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,6.146324,0.938183,-10.555972,6.200016,2.414907,5.759405,0.155846,0.025943
0.900000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,4.849738,0.728375,-6.257975,6.303619,2.391062,6.166919,0.156073,0.025996
0.925000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,4.211231,0.632790,-4.150435,6.353385,2.380444,6.373138,0.156268,0.026043
0.950000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,3.579156,0.542731,-2.069937,6.401809,2.370583,6.580856,0.156514,0.026104
0.975000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,2.953443,0.457753,-0.016040,6.448904,2.361408,6.789968,0.156809,0.026177
1.000000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,2.334025,0.377455,2.011688,6.494683,2.352855,7.000377,0.157151,0.026264
1.025000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,1.720831,0.301479,4.013673,6.539164,2.344869,7.211986,0.157537,0.026364
1.050000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,1.113792,0.229501,5.990331,6.582362,2.337399,7.424701,0.157966,0.026477
1.075000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,0.512840,0.161229,7.942074,6.624296,2.330401,7.638435,0.158435,0.026602
1.100000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,-0.082094,0.096396,9.869303,6.664984,2.323836,7.853100,0.158942,0.026739
1.150000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,-1.254180,-0.023888,13.651802,6.742699,2.311867,8.284894,0.160064,0.027047
1.200000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,-2.403008,-0.133029,17.340914,6.815664,2.301249,8.719455,0.161318,0.027398
1.300000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,-4.633026,-0.323268,24.450784,6.948003,2.283312,9.594587,0.164166,0.028211
1.400000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,-6.776345,-0.483104,31.221495,7.063332,2.268830,10.474336,0.167388,0.029144
1.500000,Default,15.000000,30.000000,2.500000,4.000000,0.625000,-8.837024,-0.618910,37.674052,7.162976,2.256974,11.355158,0.170901,0.030165
0.500000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,21.379174,4.317352,-41.719529,7.881834,4.015661,4.610524,0.109769,0.026534
0.600000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,18.663136,3.267862,-30.949184,8.344753,3.786137,5.641815,0.108852,0.026465
0.700000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,16.039515,2.541144,-20.674789,8.784385,3.641314,6.761424,0.108817,0.026566
0.800000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,13.505939,2.010545,-10.869113,9.196645,3.543482,7.957200,0.109541,0.026852
0.850000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,12.272098,1.796170,-6.133897,9.391864,3.505958,8.579990,0.110150,0.027063
0.900000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,11.059759,1.607858,-1.506251,9.579663,3.473984,9.217534,0.110903,0.027319
0.925000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,10.461540,1.522093,0.768181,9.670770,3.459736,9.541428,0.111331,0.027463
0.950000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,9.868562,1.441307,3.016849,9.760020,3.446498,9.868525,0.111789,0.027617
0.975000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,9.280779,1.365097,5.240118,9.847416,3.434174,10.198672,0.112277,0.027781
1.000000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,8.698144,1.293105,7.438347,9.932968,3.422681,10.531719,0.112793,0.027955
1.025000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,8.120611,1.225009,9.611890,10.016685,3.411945,10.867521,0.113335,0.028137
1.050000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,7.548135,1.160516,11.761098,10.098582,3.401899,11.205937,0.113903,0.028329
1.075000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,6.980667,1.099364,13.886315,10.178671,3.392485,11.546829,0.114495,0.028529
1.100000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,6.418162,1.041314,15.987879,10.256970,3.383651,11.890064,0.115109,0.028736
1.150000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,5.307852,0.933675,20.121381,10.408265,3.367536,12.583049,0.116399,0.029174
1.200000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,4.216831,0.836087,24.164218,10.552619,3.353232,13.283901,0.117764,0.029638
1.300000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,2.091167,0.666219,31.987952,10.821185,3.329054,14.705535,0.120684,0.030632
1.400000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,0.038213,0.523795,39.478440,11.064112,3.309523,16.148165,0.123806,0.031693
1.500000,Default,15.000000,60.000000,2.500000,4.000000,0.625000,-1.944938,0.403070,46.653865,11.282923,3.293531,17.605806,0.127077,0.032800
0.500000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,13.968406,3.570509,-44.979277,0.722324,0.388709,0.435297,0.714845,0.020683
0.600000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,10.929961,2.334242,-34.959180,0.758107,0.363447,0.527363,0.683399,0.020065
0.700000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,8.018795,1.477679,-25.486826,0.791029,0.347549,0.625824,0.659988,0.019424
0.800000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,5.229843,0.851423,-16.525722,0.820873,0.336839,0.729426,0.644147,0.018849
0.850000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,3.879573,0.598030,-12.226132,0.834626,0.332739,0.782793,0.638880,0.018620
0.900000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,2.557900,0.375189,-8.041739,0.847610,0.329250,0.837026,0.635267,0.018447
0.925000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,1.907583,0.273602,-5.991515,0.853816,0.327697,0.864429,0.634051,0.018385
0.950000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,1.264169,0.177846,-3.968635,0.859836,0.326254,0.892003,0.633213,0.018341
0.975000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,0.627578,0.087453,-1.972635,0.865671,0.324912,0.919736,0.632741,0.018316
1.000000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-0.002272,0.002000,-0.003054,0.871323,0.323661,0.947612,0.632620,0.018311
1.025000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-0.625461,-0.078891,1.940555,0.876796,0.322494,0.975619,0.632839,0.018325
1.050000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-1.242069,-0.155562,3.858636,0.882092,0.321402,1.003746,0.633385,0.018361
1.075000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-1.852177,-0.228322,5.751621,0.887213,0.320379,1.031978,0.634245,0.018416
1.100000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-2.455863,-0.297449,7.619936,0.892163,0.319419,1.060306,0.635405,0.018492
1.150000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-3.644286,-0.425799,11.284216,0.901561,0.317670,1.117204,0.638577,0.018705
1.200000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-4.807960,-0.542382,14.854725,0.910311,0.316119,1.174355,0.642798,0.018992
1.300000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-7.063502,-0.745924,21.726817,0.925965,0.313500,1.289117,0.654003,0.019766
1.400000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-9.227258,-0.917336,28.259851,0.939325,0.311386,1.404049,0.668283,0.020747
1.500000,Default,20.000000,1.000000,2.500000,4.000000,0.625000,-11.303804,-1.063340,34.475724,0.950587,0.309657,1.518699,0.684984,0.021863
0.500000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,14.017094,3.564425,-44.948431,1.622446,0.869786,0.981269,0.319366,0.020911
0.600000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,10.972410,2.336190,-34.931304,1.703855,0.813010,1.189591,0.305502,0.020238
0.700000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,8.055556,1.485244,-25.462627,1.778625,0.777213,1.412247,0.295288,0.019560
0.800000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,5.261426,0.863150,-16.505777,1.846319,0.753060,1.646408,0.288500,0.018971
0.850000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,3.908745,0.611462,-12.208496,1.877495,0.743805,1.766988,0.286301,0.018744
0.900000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,2.584773,0.390133,-8.026513,1.906913,0.735924,1.889503,0.284845,0.018578
0.925000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,1.933346,0.289239,-5.977530,1.920974,0.732414,1.951400,0.284382,0.018521
0.950000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,1.288849,0.194142,-3.955913,1.934609,0.729154,2.013680,0.284088,0.018483
0.975000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,0.651200,0.104372,-1.961195,1.947824,0.726120,2.076311,0.283956,0.018465
