KepRef,AIF,CNR,TemporalRes,TrueRelKt,TrueRelVe,TrueKep,errKt,errVe,errKep,stdErrKt,stdErrVe,stdErrKep, meanResid, stdResid
1.000000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,0.020318,0.019511,0.007084,1.960625,0.723292,2.139263,0.283982,0.018467
1.025000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,-0.603880,-0.060817,1.949374,1.973017,0.720650,2.202507,0.284159,0.018490
1.050000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,-1.221473,-0.136952,3.866119,1.985007,0.718179,2.266015,0.284480,0.018534
1.075000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,-1.832542,-0.209200,5.757752,1.996601,0.715865,2.329761,0.284941,0.018599
1.100000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,-2.437168,-0.277838,7.624700,2.007808,0.713693,2.393718,0.285536,0.018684
1.150000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,-3.627403,-0.405274,11.286208,2.029083,0.709733,2.522167,0.287101,0.018914
1.200000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,-4.792805,-0.521017,14.853897,2.048888,0.706220,2.651177,0.289130,0.019218
1.300000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,-7.051569,-0.723069,21.720237,2.084321,0.700286,2.910204,0.294403,0.020019
1.400000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,-9.218256,-0.893199,28.247406,2.114565,0.695494,3.169586,0.301024,0.021019
1.500000,Default,20.000000,5.000000,2.500000,4.000000,0.625000,-11.297471,-1.038086,34.457343,2.140067,0.691572,3.428304,0.308703,0.022147
0.500000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,14.036376,3.523517,-44.912545,2.294025,1.221008,1.378228,0.225525,0.021021
0.600000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,10.971859,2.308778,-34.909242,2.408150,1.143026,1.671622,0.215955,0.020389
0.700000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,8.037532,1.467126,-25.456610,2.512851,1.093935,1.985093,0.208985,0.019757
0.800000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,5.228029,0.851810,-16.517512,2.607539,1.060852,2.314637,0.204440,0.019218
0.850000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,3.868375,0.602863,-12.229608,2.651109,1.048186,2.484286,0.203009,0.019013
0.900000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,2.537868,0.383945,-8.057277,2.692201,1.037406,2.656625,0.202099,0.018867
0.925000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,1.883331,0.284152,-6.013207,2.711833,1.032606,2.743683,0.201828,0.018818
0.950000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,1.235823,0.190091,-3.996557,2.730865,1.028149,2.831271,0.201676,0.018787
0.975000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,0.595261,0.101300,-2.006853,2.749304,1.024002,2.919346,0.201637,0.018775
1.000000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-0.038440,0.017365,-0.043632,2.767160,1.020137,3.007864,0.201707,0.018781
1.025000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-0.665365,-0.062086,1.893561,2.784441,1.016528,3.096786,0.201881,0.018806
1.050000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-1.285597,-0.137389,3.805174,2.801156,1.013153,3.186071,0.202157,0.018850
1.075000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-1.899219,-0.208847,5.691643,2.817314,1.009991,3.275683,0.202529,0.018913
1.100000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-2.506313,-0.276734,7.553401,2.832927,1.007026,3.365585,0.202993,0.018995
1.150000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-3.701246,-0.402774,11.204457,2.862551,1.001620,3.546122,0.204180,0.019212
1.200000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-4.871041,-0.517249,14.761623,2.890110,0.996826,3.727421,0.205687,0.019498
1.300000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-7.137744,-0.717080,21.606793,2.939357,0.988732,4.091357,0.209534,0.020246
1.400000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-9.311353,-0.885333,28.112756,2.981320,0.982200,4.455699,0.214304,0.021178
1.500000,Default,20.000000,10.000000,2.500000,4.000000,0.625000,-11.396588,-1.028617,34.301577,3.016631,0.976857,4.819025,0.219796,0.022233
0.500000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,13.646962,3.514898,-45.091295,2.779389,1.505244,1.667081,0.185530,0.021202
0.600000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,10.585151,2.290666,-35.119667,2.913634,1.410807,2.019798,0.177441,0.020557
0.700000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,7.652898,1.442915,-25.699173,3.036967,1.351439,2.396516,0.171566,0.019924
0.800000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,4.845021,0.823460,-16.792663,3.148618,1.311468,2.792469,0.167754,0.019397
0.850000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,3.486056,0.572935,-12.521212,3.200020,1.296173,2.996286,0.166564,0.019204
0.900000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,2.156177,0.352682,-8.365426,3.248510,1.283160,3.203329,0.165816,0.019073
0.925000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,1.501933,0.252298,-6.329663,3.271680,1.277366,3.307914,0.165599,0.019033
0.950000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,0.854709,0.157693,-4.321341,3.294143,1.271987,3.413135,0.165482,0.019011
0.975000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,0.214420,0.068399,-2.339984,3.315909,1.266983,3.518939,0.165460,0.019008
1.000000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-0.419017,-0.016001,-0.385129,3.336986,1.262319,3.625275,0.165531,0.019024
1.025000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-1.045684,-0.095883,1.543681,3.357385,1.257965,3.732095,0.165691,0.019059
1.050000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-1.665665,-0.171586,3.446893,3.377116,1.253893,3.839352,0.165935,0.019113
1.075000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-2.279042,-0.243414,5.324948,3.396191,1.250079,3.947000,0.166261,0.019186
1.100000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-2.885895,-0.311645,7.178276,3.414620,1.246502,4.054996,0.166665,0.019278
1.150000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-4.080356,-0.438300,10.812436,3.449586,1.239982,4.271867,0.167691,0.019514
1.200000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-5.249688,-0.553305,14.352664,3.482110,1.234199,4.489651,0.168986,0.019816
1.300000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-7.515473,-0.753990,21.163864,3.540209,1.224437,4.926829,0.172275,0.020590
1.400000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-9.688146,-0.922880,27.635794,3.589678,1.216561,5.364493,0.176337,0.021538
1.500000,Default,20.000000,15.000000,2.500000,4.000000,0.625000,-11.772405,-1.066633,33.790586,3.631259,1.210118,5.800939,0.181000,0.022597
0.500000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,15.994472,3.699211,-44.043152,4.016714,2.112615,2.377292,0.127570,0.021128
0.600000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,13.031483,2.536317,-33.829369,4.223833,1.986080,2.890785,0.122783,0.020594
0.700000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,10.185368,1.730657,-24.151961,4.416242,1.906571,3.442232,0.119605,0.020132
0.800000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,7.452104,1.141864,-14.977031,4.592488,1.853063,4.024874,0.117904,0.019826
0.850000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,6.126466,0.903745,-10.567949,4.674397,1.832595,4.325916,0.117557,0.019755
0.900000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,4.827433,0.694418,-6.272682,4.752175,1.815183,4.632464,0.117515,0.019747
0.925000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,4.187722,0.599023,-4.166575,4.789528,1.807433,4.787590,0.117602,0.019768
0.950000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,3.554455,0.509126,-2.087552,4.825869,1.800238,4.943841,0.117757,0.019805
0.975000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,2.927564,0.424283,-0.035174,4.861207,1.793545,5.101140,0.117977,0.019859
1.000000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,2.306981,0.344097,1.990995,4.895553,1.787308,5.259411,0.118259,0.019930
1.025000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,1.692635,0.268212,3.991378,4.928918,1.781486,5.418581,0.118600,0.020017
1.050000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,1.084458,0.196305,5.966396,4.961314,1.776041,5.578579,0.118997,0.020120
1.075000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,0.482382,0.128086,7.916458,4.992756,1.770943,5.739339,0.119449,0.020239
1.100000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,-0.113663,0.063292,9.841970,5.023256,1.766161,5.900793,0.119951,0.020372
1.150000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,-1.287927,-0.056958,13.620922,5.081491,1.757447,6.225537,0.121099,0.020681
1.200000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,-2.438875,-0.166114,17.306347,5.136137,1.749721,6.552334,0.122420,0.021040
1.300000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,-4.672959,-0.356495,24.408456,5.235154,1.736683,7.210346,0.125508,0.021882
1.400000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,-6.820106,-0.516587,31.170945,5.321311,1.726171,7.871671,0.129079,0.022845
1.500000,Default,20.000000,30.000000,2.500000,4.000000,0.625000,-8.884373,-0.652732,37.614883,5.395607,1.717578,8.533619,0.133016,0.023883
0.500000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,21.393144,4.126780,-41.652234,5.945989,2.991865,3.460465,0.085252,0.020683
0.600000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,18.672998,3.093399,-30.874380,6.294181,2.823228,4.233441,0.083291,0.020442
0.700000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,16.044445,2.376404,-20.593841,6.624405,2.716927,5.072703,0.082423,0.020361
0.800000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,13.505242,1.851960,-10.783587,6.933571,2.645225,5.969005,0.082525,0.020480
0.850000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,12.268368,1.639791,-6.046714,7.079769,2.617761,6.435752,0.082896,0.020620
0.900000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,11.052872,1.453258,-1.417849,7.220267,2.594383,6.913482,0.083457,0.020814
0.925000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,10.453035,1.368248,0.857027,7.288373,2.583974,7.156152,0.083804,0.020930
0.950000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,9.858412,1.288139,3.106027,7.355051,2.574308,7.401195,0.084192,0.021058
0.975000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,9.268961,1.212536,5.329515,7.420308,2.565314,7.648495,0.084619,0.021199
1.000000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,8.684638,1.141087,7.527851,7.484148,2.556932,7.897937,0.085084,0.021351
1.025000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,8.105398,1.073475,9.701389,7.546581,2.549106,8.149410,0.085583,0.021513
1.050000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,7.531196,1.009413,11.850479,7.607616,2.541788,8.402806,0.086115,0.021686
1.075000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,6.961987,0.948643,13.975465,7.667265,2.534934,8.658019,0.086679,0.021869
1.100000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,6.397727,0.890931,16.076687,7.725540,2.528506,8.914947,0.087273,0.022060
1.150000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,5.283872,0.783848,20.209173,7.838022,2.516793,9.433556,0.088542,0.022468
1.200000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,4.189269,0.686678,24.250555,7.945183,2.506409,9.957873,0.089908,0.022904
1.300000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,2.056378,0.517308,32.070097,8.144067,2.488894,11.020824,0.092889,0.023840
1.400000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,-0.003817,0.375033,39.554753,8.323314,2.474787,12.098603,0.096131,0.024837
1.500000,Default,20.000000,60.000000,2.500000,4.000000,0.625000,-1.994147,0.254196,46.722807,8.484108,2.463273,13.186647,0.099561,0.025865
0.500000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,13.958798,3.564829,-44.981261,0.583220,0.309384,0.350445,0.606292,0.017481
0.600000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,10.920117,2.328641,-34.961767,0.611381,0.289308,0.424166,0.568775,0.016841
0.700000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,8.008754,1.472120,-25.490061,0.637290,0.276723,0.502944,0.540312,0.016113
0.800000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,5.219640,0.845885,-16.529641,0.660772,0.268275,0.585787,0.520731,0.015411
0.850000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,3.869300,0.592499,-12.230404,0.671592,0.265050,0.628446,0.514144,0.015118
0.900000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,2.547565,0.369661,-8.046369,0.681805,0.262309,0.671790,0.509589,0.014891
0.925000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,1.897220,0.268075,-5.996326,0.686687,0.261091,0.693689,0.508043,0.014808
0.950000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,1.253779,0.172320,-3.973630,0.691421,0.259960,0.715723,0.506967,0.014748
0.975000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,0.617163,0.081927,-1.977813,0.696010,0.258908,0.737881,0.506347,0.014713
1.000000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-0.012710,-0.003525,-0.008417,0.700454,0.257929,0.760153,0.506167,0.014704
1.025000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-0.635921,-0.084417,1.935008,0.704757,0.257015,0.782529,0.506411,0.014721
1.050000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-1.252550,-0.161089,3.852902,0.708920,0.256161,0.804998,0.507063,0.014765
1.075000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-1.862676,-0.233849,5.745701,0.712945,0.255362,0.827552,0.508106,0.014836
1.100000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-2.466380,-0.302978,7.613828,0.716835,0.254612,0.850180,0.509524,0.014932
1.150000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-3.654834,-0.431330,11.277732,0.724219,0.253247,0.895627,0.513414,0.015199
1.200000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-4.818534,-0.547917,14.847863,0.731091,0.252038,0.941274,0.518597,0.015555
1.300000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-7.074114,-0.751466,21.719198,0.743377,0.250000,1.032925,0.532308,0.016480
1.400000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-9.237890,-0.922888,28.251474,0.753852,0.248359,1.124704,0.549650,0.017592
1.500000,Default,25.000000,1.000000,2.500000,4.000000,0.625000,-11.314441,-1.068903,34.466593,0.762669,0.247019,1.216252,0.569738,0.018790
0.500000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,13.988694,3.552162,-44.957515,1.283690,0.699981,0.774947,0.270854,0.017410
0.600000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,10.943952,2.323586,-34.941925,1.348214,0.655010,0.939193,0.254205,0.016802
0.700000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,8.027049,1.472350,-25.474854,1.407474,0.626649,1.114831,0.241672,0.016112
0.800000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,5.232879,0.850008,-16.519673,1.461114,0.607505,1.299616,0.233160,0.015450
0.850000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,3.880182,0.598208,-12.223248,1.485810,0.600166,1.394790,0.230350,0.015175
0.900000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,2.556197,0.376774,-8.042135,1.509110,0.593916,1.491503,0.228452,0.014962
0.925000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,1.904764,0.275831,-5.993591,1.520245,0.591132,1.540368,0.227832,0.014885
0.950000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,1.260263,0.180685,-3.972416,1.531040,0.588546,1.589536,0.227421,0.014829
0.975000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,0.622610,0.090868,-1.978144,1.541502,0.586138,1.638984,0.227214,0.014796
1.000000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-0.008275,0.005962,-0.010313,1.551635,0.583894,1.688687,0.227203,0.014787
1.025000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-0.632475,-0.074411,1.931526,1.561442,0.581797,1.738621,0.227381,0.014803
1.050000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-1.250070,-0.150589,3.847817,1.570930,0.579836,1.788765,0.227740,0.014843
1.075000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-1.861140,-0.222879,5.738995,1.580104,0.577999,1.839098,0.228273,0.014908
1.100000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-2.465765,-0.291559,7.605485,1.588969,0.576275,1.889598,0.228972,0.014996
1.150000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-3.655997,-0.419073,11.266070,1.605795,0.573130,1.991024,0.230838,0.015243
1.200000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-4.821394,-0.534892,14.832829,1.621454,0.570340,2.092894,0.233274,0.015573
1.300000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-7.080134,-0.737085,21.697288,1.649450,0.565624,2.297431,0.239620,0.016433
1.400000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-9.246784,-0.907345,28.222556,1.673325,0.561816,2.502245,0.247562,0.017473
1.500000,Default,25.000000,5.000000,2.500000,4.000000,0.625000,-11.325949,-1.052353,34.430577,1.693435,0.558696,2.706527,0.256708,0.018603
0.500000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,14.054591,3.515721,-44.903237,1.823433,0.979758,1.094417,0.191251,0.017610
0.600000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,10.992099,2.301939,-34.896773,1.914196,0.917541,1.326861,0.179657,0.016991
0.700000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,8.059515,1.460817,-25.440723,1.997437,0.878350,1.575289,0.170989,0.016293
0.800000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,5.251501,0.845801,-16.498022,2.072692,0.851923,1.836523,0.165168,0.015626
0.850000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,3.892505,0.596951,-12.208268,2.107311,0.841800,1.971026,0.163275,0.015347
0.900000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,2.562603,0.378102,-8.034061,2.139956,0.833183,2.107676,0.162021,0.015130
0.925000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,1.908349,0.278336,-5.989046,2.155550,0.829345,2.176708,0.161623,0.015049
0.950000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,1.261114,0.184297,-3.971446,2.170665,0.825780,2.246164,0.161372,0.014990
0.975000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,0.620811,0.095525,-1.980790,2.185309,0.822464,2.316008,0.161262,0.014952
1.000000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-0.012641,0.011605,-0.016613,2.199488,0.819372,2.386206,0.161289,0.014937
1.025000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-0.639329,-0.067835,1.921538,2.213209,0.816485,2.456726,0.161447,0.014945
1.050000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-1.259334,-0.143130,3.834110,2.226480,0.813784,2.527536,0.161730,0.014977
1.075000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-1.872739,-0.214582,5.721540,2.239308,0.811254,2.598607,0.162134,0.015033
1.100000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-2.479626,-0.282467,7.584259,2.251700,0.808881,2.669909,0.162653,0.015112
1.150000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-3.674173,-0.408508,11.237238,2.275212,0.804553,2.813100,0.164013,0.015335
1.200000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-4.843618,-0.522990,14.796326,2.297079,0.800714,2.956900,0.165768,0.015639
1.300000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-7.109720,-0.722854,21.645323,2.336142,0.794230,3.245574,0.170292,0.016444
1.400000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-9.282845,-0.891158,28.155074,2.369408,0.788996,3.534582,0.175915,0.017430
1.500000,Default,25.000000,10.000000,2.500000,4.000000,0.625000,-11.367697,-1.034504,34.347632,2.397384,0.784711,3.822791,0.182367,0.018511
0.500000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,13.601529,3.489364,-45.104885,2.194844,1.201694,1.327762,0.157583,0.017630
0.600000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,10.538796,2.265172,-35.135993,2.302138,1.125100,1.608212,0.147760,0.017041
0.700000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,7.605672,1.417289,-25.718481,2.400767,1.076825,1.907791,0.140424,0.016384
0.800000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,4.796973,0.797632,-16.815184,2.490075,1.044250,2.222692,0.135507,0.015773
0.850000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,3.437617,0.546993,-12.545418,2.531195,1.031766,2.384789,0.133914,0.015530
0.900000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,2.107360,0.326622,-8.391370,2.569985,1.021135,2.549450,0.132863,0.015352
0.925000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,1.452933,0.226179,-6.356494,2.588519,1.016398,2.632625,0.132532,0.015292
0.950000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,0.805529,0.131513,-4.349069,2.606487,1.011999,2.716304,0.132326,0.015252
0.975000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,0.165063,0.042158,-2.368622,2.623897,1.007905,2.800445,0.132239,0.015235
1.000000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-0.468547,-0.042303,-0.414687,2.640756,1.004087,2.885008,0.132268,0.015241
1.025000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-1.095385,-0.122245,1.513191,2.657072,1.000521,2.969954,0.132408,0.015269
1.050000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-1.715532,-0.198009,3.415463,2.672853,0.997186,3.055244,0.132654,0.015321
1.075000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-2.329071,-0.269898,5.292566,2.688107,0.994060,3.140843,0.133002,0.015395
1.100000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-2.936083,-0.338189,7.144933,2.702845,0.991127,3.226716,0.133447,0.015492
1.150000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-4.130851,-0.464964,10.777145,2.730806,0.985779,3.399152,0.134609,0.015747
1.200000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-5.300476,-0.580088,14.315389,2.756809,0.981032,3.572302,0.136103,0.016077
1.300000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-7.566802,-0.781005,21.122532,2.803250,0.973010,3.919837,0.139945,0.016917
1.400000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-9.739959,-0.950120,27.590299,2.842778,0.966529,4.267697,0.144707,0.017920
1.500000,Default,25.000000,15.000000,2.500000,4.000000,0.625000,-11.824643,-1.094090,33.740844,2.875989,0.961218,4.614518,0.150161,0.019003
0.500000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,15.945862,3.678019,-44.065172,3.182282,1.688969,1.896554,0.107492,0.017449
0.600000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,12.983259,2.514627,-33.853841,3.347115,1.585933,2.305199,0.101443,0.016893
0.700000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,10.137261,1.708321,-24.179015,3.500263,1.521083,2.744030,0.097236,0.016339
0.800000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,7.403886,1.118853,-15.006856,3.640523,1.477388,3.207639,0.094790,0.015918
0.850000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,6.078122,0.880401,-10.599244,3.705690,1.460661,3.447153,0.094182,0.015796
0.900000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,4.778921,0.670746,-6.305508,3.767555,1.446428,3.691027,0.093954,0.015751
0.925000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,4.139112,0.575190,-4.200191,3.797260,1.440091,3.814427,0.093973,0.015758
0.950000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,3.505739,0.485132,-2.121974,3.826155,1.434207,3.938717,0.094078,0.015787
0.975000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,2.878734,0.400132,-0.070417,3.854248,1.428733,4.063833,0.094264,0.015837
1.000000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,2.258028,0.319790,1.954912,3.881548,1.423631,4.189715,0.094528,0.015908
1.025000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,1.643554,0.243751,3.954441,3.908063,1.418867,4.316304,0.094865,0.015999
1.050000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,1.035242,0.171692,5.928586,3.933803,1.414413,4.443545,0.095274,0.016109
1.075000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,0.433024,0.103324,7.877759,3.958780,1.410242,4.571383,0.095749,0.016239
1.100000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,-0.163167,0.038382,9.802365,3.983004,1.406329,4.699765,0.096288,0.016386
1.150000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,-1.337739,-0.082157,13.579457,4.029238,1.399198,4.957963,0.097542,0.016728
1.200000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,-2.489012,-0.191595,17.262956,4.072603,1.392876,5.217757,0.099009,0.017125
1.300000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,-4.723784,-0.382516,24.361019,4.151115,1.382206,5.740742,0.102483,0.018044
1.400000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,-6.871651,-0.543121,31.119218,4.219343,1.373603,6.266199,0.106527,0.019063
1.500000,Default,25.000000,30.000000,2.500000,4.000000,0.625000,-8.936653,-0.679751,37.558641,4.278091,1.366571,6.791984,0.110988,0.020124
0.500000,Default,25.000000,60.000000,2.500000,4.000000,0.625000,21.242763,4.128041,-41.744507,4.803430,2.413674,2.802141,0.070341,0.016830
0.600000,Default,25.000000,60.000000,2.500000,4.000000,0.625000,18.517986,3.089931,-30.982141,5.083101,2.275861,3.427070,0.067565,0.016399
0.700000,Default,25.000000,60.000000,2.500000,4.000000,0.625000,15.884329,2.369194,-20.718333,5.347841,2.188920,4.104877,0.066095,0.016113
0.800000,Default,25.000000,60.000000,2.500000,4.000000,0.625000,13.339668,1.841695,-10.926123,5.595243,2.130235,4.828025,0.065814,0.016065
0.850000,Default,25.000000,60.000000,2.500000,4.000000,0.625000,12.099967,1.628193,-6.198773,5.712067,2.107745,5.204328,0.066072,0.016148
0.900000,Default,25.000000,60.000000,2.500000,4.000000,0.625000,10.881596,1.440432,-1.579765,5.824226,2.088594,5.589304,0.066568,0.016304
